reference	metric_key	metric_label	model	paper_id	value
gpt-oss-120b	kl_divergence	KL	llama3.2:1b	RRR	1.923063
gpt-oss-120b	kl_divergence	KL	llama3.2:1b	RSR-Core	0.588914
gpt-oss-120b	kl_divergence	KL	llama3.2:1b	Random_access_Retrieval-5	2.762640
gpt-oss-120b	kl_divergence	KL	llama3.2:1b	Rankit-Askit	1.865676
gpt-oss-120b	kl_divergence	KL	llama3.2:1b	Reg-Min-Rep	0.399791
gpt-oss-120b	kl_divergence	KL	llama3.2:1b	Trojan-LLM	0.608201
gpt-oss-120b	kl_divergence	KL	llama3.2:1b	adv_res_paper	1.479625
gpt-oss-120b	kl_divergence	KL	llama3.2:1b	auto-relate	0.360543
gpt-oss-120b	kl_divergence	KL	llama3.2:1b	axolotl	4.121982
gpt-oss-120b	kl_divergence	KL	llama3.2:1b	divergent-thinking	3.398758
gpt-oss-120b	kl_divergence	KL	llama3.2:1b	eff-approx-query	0.448103
gpt-oss-120b	kl_divergence	KL	llama3.2:1b	exp-ranking	0.852206
gpt-oss-120b	kl_divergence	KL	llama3.2:1b	fairRQ	2.547162
gpt-oss-120b	kl_divergence	KL	llama3.2:1b	local-stab-ranking	0.720901
gpt-oss-120b	kl_divergence	KL	llama3.2:1b	mm-mlp	0.393865
gpt-oss-120b	kl_divergence	KL	llama3.2:1b	multi-agent-collab	1.445821
gpt-oss-120b	kl_divergence	KL	llama3.2:1b	query-refine	0.657906
gpt-oss-120b	kl_divergence	KL	llama3.2:1b	ranked-ret	2.606320
gpt-oss-120b	kl_divergence	KL	llama3.2:1b	reg-ratio	1.181365
gpt-oss-120b	kl_divergence	KL	llama3.2:1b	requal	2.036155
gpt-oss-120b	kl_divergence	KL	llama3.2:1b	shapley	1.945813
gpt-oss-120b	kl_divergence	KL	llama3.2:1b	synthesize-score	0.556042
gpt-oss-120b	kl_divergence	KL	llama3.2:1b	uncertainty-LLM	2.131813
gpt-oss-120b	kl_divergence	KL	llama3.2:1b	unf-prms	6.329274
gpt-oss-120b	kl_divergence	KL	llama3.2:3b	AFD	3.061684
gpt-oss-120b	kl_divergence	KL	llama3.2:3b	AlgorithmicCollectiveAction	5.422914
gpt-oss-120b	kl_divergence	KL	llama3.2:3b	Corba-LLM	0.558237
gpt-oss-120b	kl_divergence	KL	llama3.2:3b	DyLAN	8.410712
gpt-oss-120b	kl_divergence	KL	llama3.2:3b	Dynamic-role-MA-LLM	1.909629
gpt-oss-120b	kl_divergence	KL	llama3.2:3b	Dynamic_Necklace_Splitting	0.142979
gpt-oss-120b	kl_divergence	KL	llama3.2:3b	Efficient-MM-Algo	1.136007
gpt-oss-120b	kl_divergence	KL	llama3.2:3b	FCM_SIGMOD_CRV	2.071620
gpt-oss-120b	kl_divergence	KL	llama3.2:3b	Fair-Prompt-LLM	2.024198
gpt-oss-120b	kl_divergence	KL	llama3.2:3b	FairSetCover	1.815691
gpt-oss-120b	kl_divergence	KL	llama3.2:3b	Fair_Epsilon_Net	2.953241
gpt-oss-120b	kl_divergence	KL	llama3.2:3b	Fairness-Expo-Rankings	0.863593
gpt-oss-120b	kl_divergence	KL	llama3.2:3b	Fast-Monte-Carlo	2.543784
gpt-oss-120b	kl_divergence	KL	llama3.2:3b	Gen-LLM	1.458509
gpt-oss-120b	kl_divergence	KL	llama3.2:3b	HENN_ICLR_26-1	0.922509
gpt-oss-120b	kl_divergence	KL	llama3.2:3b	INFINI-GRAM-MINI	7.611464
gpt-oss-120b	kl_divergence	KL	llama3.2:3b	Interactive-Learning	0.603242
gpt-oss-120b	kl_divergence	KL	llama3.2:3b	LLM-Blender	6.570826
gpt-oss-120b	kl_divergence	KL	llama3.2:3b	LSH-Curves	4.076285
gpt-oss-120b	kl_divergence	KL	llama3.2:3b	MA-LLM-Debias	1.528111
gpt-oss-120b	kl_divergence	KL	llama3.2:3b	MA-LLM-Judge	4.408075
gpt-oss-120b	kl_divergence	KL	llama3.2:3b	MA-LLM-attack	1.085368
gpt-oss-120b	kl_divergence	KL	llama3.2:3b	Minoria	0.885763
gpt-oss-120b	kl_divergence	KL	llama3.2:3b	MoA	4.437536
gpt-oss-120b	kl_divergence	KL	llama3.2:3b	Native-Sparse-Attention	9.458622
gpt-oss-120b	kl_divergence	KL	llama3.2:3b	QR	1.899520
gpt-oss-120b	kl_divergence	KL	llama3.2:3b	RRR	3.288715
gpt-oss-120b	kl_divergence	KL	llama3.2:3b	RSR-Core	1.481136
gpt-oss-120b	kl_divergence	KL	llama3.2:3b	Random_access_Retrieval-5	2.456130
gpt-oss-120b	kl_divergence	KL	llama3.2:3b	Rankit-Askit	1.381383
gpt-oss-120b	kl_divergence	KL	llama3.2:3b	Reg-Min-Rep	0.854627
gpt-oss-120b	kl_divergence	KL	llama3.2:3b	Trojan-LLM	0.858615
gpt-oss-120b	kl_divergence	KL	llama3.2:3b	adv_res_paper	1.199174
gpt-oss-120b	kl_divergence	KL	llama3.2:3b	auto-relate	0.978931
gpt-oss-120b	kl_divergence	KL	llama3.2:3b	axolotl	2.008417
gpt-oss-120b	kl_divergence	KL	llama3.2:3b	divergent-thinking	5.057382
gpt-oss-120b	kl_divergence	KL	llama3.2:3b	eff-approx-query	2.181669
gpt-oss-120b	kl_divergence	KL	llama3.2:3b	exp-ranking	1.335615
gpt-oss-120b	kl_divergence	KL	llama3.2:3b	fairRQ	1.881341
gpt-oss-120b	kl_divergence	KL	llama3.2:3b	local-stab-ranking	1.153113
gpt-oss-120b	kl_divergence	KL	llama3.2:3b	mm-mlp	1.158227
gpt-oss-120b	kl_divergence	KL	llama3.2:3b	multi-agent-collab	2.153716
gpt-oss-120b	kl_divergence	KL	llama3.2:3b	query-refine	0.853929
gpt-oss-120b	kl_divergence	KL	llama3.2:3b	ranked-ret	1.255763
gpt-oss-120b	kl_divergence	KL	llama3.2:3b	reg-ratio	0.591632
gpt-oss-120b	kl_divergence	KL	llama3.2:3b	requal	2.809227
gpt-oss-120b	kl_divergence	KL	llama3.2:3b	shapley	0.681333
gpt-oss-120b	kl_divergence	KL	llama3.2:3b	synthesize-score	0.979949
gpt-oss-120b	kl_divergence	KL	llama3.2:3b	uncertainty-LLM	1.280361
gpt-oss-120b	kl_divergence	KL	llama3.2:3b	unf-prms	6.581681
gpt-oss-120b	kl_divergence	KL	qwen2.5:3b	AFD	1.222607
gpt-oss-120b	kl_divergence	KL	qwen2.5:3b	AlgorithmicCollectiveAction	8.011923
gpt-oss-120b	kl_divergence	KL	qwen2.5:3b	Corba-LLM	0.328192
gpt-oss-120b	kl_divergence	KL	qwen2.5:3b	DyLAN	7.969545
gpt-oss-120b	kl_divergence	KL	qwen2.5:3b	Dynamic-role-MA-LLM	2.362677
gpt-oss-120b	kl_divergence	KL	qwen2.5:3b	Dynamic_Necklace_Splitting	0.553058
gpt-oss-120b	kl_divergence	KL	qwen2.5:3b	Efficient-MM-Algo	0.418599
gpt-oss-120b	kl_divergence	KL	qwen2.5:3b	FCM_SIGMOD_CRV	1.051215
gpt-oss-120b	kl_divergence	KL	qwen2.5:3b	Fair-Prompt-LLM	1.064794
gpt-oss-120b	kl_divergence	KL	qwen2.5:3b	FairSetCover	0.366545
gpt-oss-120b	kl_divergence	KL	qwen2.5:3b	Fair_Epsilon_Net	2.639055
gpt-oss-120b	kl_divergence	KL	qwen2.5:3b	Fairness-Expo-Rankings	1.583841
gpt-oss-120b	kl_divergence	KL	qwen2.5:3b	Fast-Monte-Carlo	7.766073
gpt-oss-120b	kl_divergence	KL	qwen2.5:3b	Gen-LLM	1.902129
gpt-oss-120b	kl_divergence	KL	qwen2.5:3b	HENN_ICLR_26-1	1.223347
gpt-oss-120b	kl_divergence	KL	qwen2.5:3b	INFINI-GRAM-MINI	6.135741
gpt-oss-120b	kl_divergence	KL	qwen2.5:3b	Interactive-Learning	0.499313
gpt-oss-120b	kl_divergence	KL	qwen2.5:3b	LLM-Blender	1.805871
gpt-oss-120b	kl_divergence	KL	qwen2.5:3b	LSH-Curves	1.516546
gpt-oss-120b	kl_divergence	KL	qwen2.5:3b	MA-LLM-Debias	0.399156
gpt-oss-120b	kl_divergence	KL	qwen2.5:3b	MA-LLM-Judge	4.502357
gpt-oss-120b	kl_divergence	KL	qwen2.5:3b	MA-LLM-attack	0.512456
gpt-oss-120b	kl_divergence	KL	qwen2.5:3b	Minoria	0.777432
gpt-oss-120b	kl_divergence	KL	qwen2.5:3b	MoA	2.583273
gpt-oss-120b	kl_divergence	KL	qwen2.5:3b	Native-Sparse-Attention	9.873825
gpt-oss-120b	kl_divergence	KL	qwen2.5:3b	QR	0.543065
gpt-oss-120b	kl_divergence	KL	qwen2.5:3b	RRR	0.672289
gpt-oss-120b	kl_divergence	KL	qwen2.5:3b	RSR-Core	0.768619
gpt-oss-120b	kl_divergence	KL	qwen2.5:3b	Random_access_Retrieval-5	0.804234
gpt-oss-120b	kl_divergence	KL	qwen2.5:3b	Rankit-Askit	1.456241
gpt-oss-120b	kl_divergence	KL	qwen2.5:3b	Reg-Min-Rep	0.902135
gpt-oss-120b	kl_divergence	KL	qwen2.5:3b	Trojan-LLM	0.440368
gpt-oss-120b	kl_divergence	KL	qwen2.5:3b	adv_res_paper	1.331470
gpt-oss-120b	kl_divergence	KL	qwen2.5:3b	auto-relate	0.264986
gpt-oss-120b	kl_divergence	KL	qwen2.5:3b	axolotl	3.400793
gpt-oss-120b	kl_divergence	KL	qwen2.5:3b	divergent-thinking	3.390114
gpt-oss-120b	kl_divergence	KL	qwen2.5:3b	eff-approx-query	0.616587
gpt-oss-120b	kl_divergence	KL	qwen2.5:3b	exp-ranking	1.444124
gpt-oss-120b	kl_divergence	KL	qwen2.5:3b	fairRQ	3.741526
gpt-oss-120b	kl_divergence	KL	qwen2.5:3b	local-stab-ranking	0.467379
gpt-oss-120b	kl_divergence	KL	qwen2.5:3b	mm-mlp	1.110507
gpt-oss-120b	kl_divergence	KL	qwen2.5:3b	multi-agent-collab	1.710627
gpt-oss-120b	kl_divergence	KL	qwen2.5:3b	query-refine	0.186873
gpt-oss-120b	kl_divergence	KL	qwen2.5:3b	ranked-ret	0.844351
gpt-oss-120b	kl_divergence	KL	qwen2.5:3b	reg-ratio	0.344096
gpt-oss-120b	kl_divergence	KL	qwen2.5:3b	requal	1.354493
gpt-oss-120b	kl_divergence	KL	qwen2.5:3b	shapley	1.017157
gpt-oss-120b	kl_divergence	KL	qwen2.5:3b	synthesize-score	0.880964
gpt-oss-120b	kl_divergence	KL	qwen2.5:3b	uncertainty-LLM	1.131928
gpt-oss-120b	kl_divergence	KL	qwen2.5:3b	unf-prms	6.438754
gpt-oss-120b	kl_divergence	KL	qwen3:1.7b	AFD	0.793300
gpt-oss-120b	kl_divergence	KL	qwen3:1.7b	AlgorithmicCollectiveAction	3.975191
gpt-oss-120b	kl_divergence	KL	qwen3:1.7b	Corba-LLM	0.277455
gpt-oss-120b	kl_divergence	KL	qwen3:1.7b	DyLAN	7.917491
gpt-oss-120b	kl_divergence	KL	qwen3:1.7b	Dynamic-role-MA-LLM	1.538948
gpt-oss-120b	kl_divergence	KL	qwen3:1.7b	Dynamic_Necklace_Splitting	0.162351
gpt-oss-120b	kl_divergence	KL	qwen3:1.7b	Efficient-MM-Algo	2.350065
gpt-oss-120b	kl_divergence	KL	qwen3:1.7b	FCM_SIGMOD_CRV	0.826616
gpt-oss-120b	kl_divergence	KL	qwen3:1.7b	Fair-Prompt-LLM	2.101190
gpt-oss-120b	kl_divergence	KL	qwen3:1.7b	FairSetCover	0.909698
gpt-oss-120b	kl_divergence	KL	qwen3:1.7b	Fair_Epsilon_Net	0.649717
gpt-oss-120b	kl_divergence	KL	qwen3:1.7b	Fairness-Expo-Rankings	1.102471
gpt-oss-120b	kl_divergence	KL	qwen3:1.7b	Fast-Monte-Carlo	2.492213
gpt-oss-120b	kl_divergence	KL	qwen3:1.7b	Gen-LLM	0.583585
gpt-oss-120b	kl_divergence	KL	qwen3:1.7b	HENN_ICLR_26-1	0.934262
gpt-oss-120b	kl_divergence	KL	qwen3:1.7b	INFINI-GRAM-MINI	6.058787
gpt-oss-120b	kl_divergence	KL	qwen3:1.7b	Interactive-Learning	0.659288
gpt-oss-120b	kl_divergence	KL	qwen3:1.7b	LLM-Blender	0.259360
gpt-oss-120b	kl_divergence	KL	qwen3:1.7b	LSH-Curves	0.763228
gpt-oss-120b	kl_divergence	KL	qwen3:1.7b	MA-LLM-Debias	0.734485
gpt-oss-120b	kl_divergence	KL	qwen3:1.7b	MA-LLM-Judge	4.200297
gpt-oss-120b	kl_divergence	KL	qwen3:1.7b	MA-LLM-attack	0.526386
gpt-oss-120b	kl_divergence	KL	qwen3:1.7b	Minoria	1.264842
gpt-oss-120b	kl_divergence	KL	qwen3:1.7b	MoA	1.810116
gpt-oss-120b	kl_divergence	KL	qwen3:1.7b	Native-Sparse-Attention	8.752961
gpt-oss-120b	kl_divergence	KL	qwen3:1.7b	QR	0.673100
gpt-oss-120b	kl_divergence	KL	qwen3:1.7b	RRR	0.282727
gpt-oss-120b	kl_divergence	KL	qwen3:1.7b	RSR-Core	0.239005
gpt-oss-120b	kl_divergence	KL	qwen3:1.7b	Random_access_Retrieval-5	0.653328
gpt-oss-120b	kl_divergence	KL	qwen3:1.7b	Rankit-Askit	0.621203
gpt-oss-120b	kl_divergence	KL	qwen3:1.7b	Reg-Min-Rep	0.471380
gpt-oss-120b	kl_divergence	KL	qwen3:1.7b	Trojan-LLM	0.684363
gpt-oss-120b	kl_divergence	KL	qwen3:1.7b	adv_res_paper	0.745231
gpt-oss-120b	kl_divergence	KL	qwen3:1.7b	auto-relate	0.210390
gpt-oss-120b	kl_divergence	KL	qwen3:1.7b	axolotl	0.510855
gpt-oss-120b	kl_divergence	KL	qwen3:1.7b	divergent-thinking	4.784517
gpt-oss-120b	kl_divergence	KL	qwen3:1.7b	eff-approx-query	0.750844
gpt-oss-120b	kl_divergence	KL	qwen3:1.7b	exp-ranking	1.214005
gpt-oss-120b	kl_divergence	KL	qwen3:1.7b	fairRQ	0.702377
gpt-oss-120b	kl_divergence	KL	qwen3:1.7b	local-stab-ranking	0.321264
gpt-oss-120b	kl_divergence	KL	qwen3:1.7b	mm-mlp	0.428991
gpt-oss-120b	kl_divergence	KL	qwen3:1.7b	multi-agent-collab	0.814629
gpt-oss-120b	kl_divergence	KL	qwen3:1.7b	query-refine	0.755258
gpt-oss-120b	kl_divergence	KL	qwen3:1.7b	ranked-ret	0.959813
gpt-oss-120b	kl_divergence	KL	qwen3:1.7b	reg-ratio	0.403130
gpt-oss-120b	kl_divergence	KL	qwen3:1.7b	requal	0.512892
gpt-oss-120b	kl_divergence	KL	qwen3:1.7b	shapley	0.482644
gpt-oss-120b	kl_divergence	KL	qwen3:1.7b	synthesize-score	1.204514
gpt-oss-120b	kl_divergence	KL	qwen3:1.7b	uncertainty-LLM	0.476694
gpt-oss-120b	kl_divergence	KL	qwen3:1.7b	unf-prms	5.945728
gpt-oss-120b	kl_divergence	KL	qwen3:4b	AFD	0.883076
gpt-oss-120b	kl_divergence	KL	qwen3:4b	AlgorithmicCollectiveAction	11.801641
gpt-oss-120b	kl_divergence	KL	qwen3:4b	Corba-LLM	0.552625
gpt-oss-120b	kl_divergence	KL	qwen3:4b	DyLAN	7.888898
gpt-oss-120b	kl_divergence	KL	qwen3:4b	Dynamic-role-MA-LLM	1.838999
gpt-oss-120b	kl_divergence	KL	qwen3:4b	Dynamic_Necklace_Splitting	0.500095
gpt-oss-120b	kl_divergence	KL	qwen3:4b	Efficient-MM-Algo	0.510698
gpt-oss-120b	kl_divergence	KL	qwen3:4b	FCM_SIGMOD_CRV	0.774143
gpt-oss-120b	kl_divergence	KL	qwen3:4b	Fair-Prompt-LLM	1.546658
gpt-oss-120b	kl_divergence	KL	qwen3:4b	FairSetCover	0.369316
gpt-oss-120b	kl_divergence	KL	qwen3:4b	Fair_Epsilon_Net	2.308454
gpt-oss-120b	kl_divergence	KL	qwen3:4b	Fairness-Expo-Rankings	1.179060
gpt-oss-120b	kl_divergence	KL	qwen3:4b	Fast-Monte-Carlo	1.339348
gpt-oss-120b	kl_divergence	KL	qwen3:4b	Gen-LLM	0.533811
gpt-oss-120b	kl_divergence	KL	qwen3:4b	HENN_ICLR_26-1	1.541408
gpt-oss-120b	kl_divergence	KL	qwen3:4b	INFINI-GRAM-MINI	5.755424
gpt-oss-120b	kl_divergence	KL	qwen3:4b	Interactive-Learning	0.911123
gpt-oss-120b	kl_divergence	KL	qwen3:4b	LLM-Blender	2.247645
gpt-oss-120b	kl_divergence	KL	qwen3:4b	LSH-Curves	1.072271
gpt-oss-120b	kl_divergence	KL	qwen3:4b	MA-LLM-Debias	0.344146
gpt-oss-120b	kl_divergence	KL	qwen3:4b	MA-LLM-Judge	4.991258
gpt-oss-120b	kl_divergence	KL	qwen3:4b	MA-LLM-attack	0.558919
gpt-oss-120b	kl_divergence	KL	qwen3:4b	Minoria	0.803474
gpt-oss-120b	kl_divergence	KL	qwen3:4b	MoA	1.858582
gpt-oss-120b	kl_divergence	KL	qwen3:4b	Native-Sparse-Attention	8.279301
