reference	metric_key	metric_label	model	paper_id	value
Sonnet-4.6	jensen_shannon_divergence	JSD	gemma2:2b	reg-ratio	0.120116
Sonnet-4.6	jensen_shannon_divergence	JSD	gemma2:2b	requal	0.073381
Sonnet-4.6	jensen_shannon_divergence	JSD	gemma2:2b	shapley	0.180850
Sonnet-4.6	jensen_shannon_divergence	JSD	gemma2:2b	synthesize-score	0.162521
Sonnet-4.6	jensen_shannon_divergence	JSD	gemma2:2b	uncertainty-LLM	0.162471
Sonnet-4.6	jensen_shannon_divergence	JSD	gemma2:2b	unf-prms	0.106677
Sonnet-4.6	jensen_shannon_divergence	JSD	gemma3:4b	AFD	0.248851
Sonnet-4.6	jensen_shannon_divergence	JSD	gemma3:4b	AlgorithmicCollectiveAction	0.158380
Sonnet-4.6	jensen_shannon_divergence	JSD	gemma3:4b	Corba-LLM	0.110379
Sonnet-4.6	jensen_shannon_divergence	JSD	gemma3:4b	DyLAN	0.133450
Sonnet-4.6	jensen_shannon_divergence	JSD	gemma3:4b	Dynamic-role-MA-LLM	0.195733
Sonnet-4.6	jensen_shannon_divergence	JSD	gemma3:4b	Dynamic_Necklace_Splitting	0.066278
Sonnet-4.6	jensen_shannon_divergence	JSD	gemma3:4b	Efficient-MM-Algo	0.391778
Sonnet-4.6	jensen_shannon_divergence	JSD	gemma3:4b	FCM_SIGMOD_CRV	0.308855
Sonnet-4.6	jensen_shannon_divergence	JSD	gemma3:4b	Fair-Prompt-LLM	0.133610
Sonnet-4.6	jensen_shannon_divergence	JSD	gemma3:4b	FairSetCover	0.170010
Sonnet-4.6	jensen_shannon_divergence	JSD	gemma3:4b	Fair_Epsilon_Net	0.325365
Sonnet-4.6	jensen_shannon_divergence	JSD	gemma3:4b	Fairness-Expo-Rankings	0.448791
Sonnet-4.6	jensen_shannon_divergence	JSD	gemma3:4b	Fast-Monte-Carlo	0.302995
Sonnet-4.6	jensen_shannon_divergence	JSD	gemma3:4b	Gen-LLM	0.210095
Sonnet-4.6	jensen_shannon_divergence	JSD	gemma3:4b	HENN_ICLR_26-1	0.132808
Sonnet-4.6	jensen_shannon_divergence	JSD	gemma3:4b	INFINI-GRAM-MINI	0.039782
Sonnet-4.6	jensen_shannon_divergence	JSD	gemma3:4b	Interactive-Learning	0.150675
Sonnet-4.6	jensen_shannon_divergence	JSD	gemma3:4b	LLM-Blender	0.361140
Sonnet-4.6	jensen_shannon_divergence	JSD	gemma3:4b	LSH-Curves	0.117841
Sonnet-4.6	jensen_shannon_divergence	JSD	gemma3:4b	MA-LLM-Debias	0.040157
Sonnet-4.6	jensen_shannon_divergence	JSD	gemma3:4b	MA-LLM-Judge	0.204589
Sonnet-4.6	jensen_shannon_divergence	JSD	gemma3:4b	MA-LLM-attack	0.095770
Sonnet-4.6	jensen_shannon_divergence	JSD	gemma3:4b	Minoria	0.118424
Sonnet-4.6	jensen_shannon_divergence	JSD	gemma3:4b	MoA	0.102092
Sonnet-4.6	jensen_shannon_divergence	JSD	gemma3:4b	Native-Sparse-Attention	0.348604
Sonnet-4.6	jensen_shannon_divergence	JSD	gemma3:4b	QR	0.163849
Sonnet-4.6	jensen_shannon_divergence	JSD	gemma3:4b	RRR	0.149962
Sonnet-4.6	jensen_shannon_divergence	JSD	gemma3:4b	RSR-Core	0.082742
Sonnet-4.6	jensen_shannon_divergence	JSD	gemma3:4b	Random_access_Retrieval-5	0.181154
Sonnet-4.6	jensen_shannon_divergence	JSD	gemma3:4b	Rankit-Askit	0.288809
Sonnet-4.6	jensen_shannon_divergence	JSD	gemma3:4b	Reg-Min-Rep	0.199229
Sonnet-4.6	jensen_shannon_divergence	JSD	gemma3:4b	Trojan-LLM	0.186516
Sonnet-4.6	jensen_shannon_divergence	JSD	gemma3:4b	adv_res_paper	0.341897
Sonnet-4.6	jensen_shannon_divergence	JSD	gemma3:4b	auto-relate	0.211710
Sonnet-4.6	jensen_shannon_divergence	JSD	gemma3:4b	axolotl	0.205986
Sonnet-4.6	jensen_shannon_divergence	JSD	gemma3:4b	divergent-thinking	0.182540
Sonnet-4.6	jensen_shannon_divergence	JSD	gemma3:4b	eff-approx-query	0.181537
Sonnet-4.6	jensen_shannon_divergence	JSD	gemma3:4b	exp-ranking	0.125508
Sonnet-4.6	jensen_shannon_divergence	JSD	gemma3:4b	fairRQ	0.103175
Sonnet-4.6	jensen_shannon_divergence	JSD	gemma3:4b	local-stab-ranking	0.175472
Sonnet-4.6	jensen_shannon_divergence	JSD	gemma3:4b	mm-mlp	0.163651
Sonnet-4.6	jensen_shannon_divergence	JSD	gemma3:4b	multi-agent-collab	0.259369
Sonnet-4.6	jensen_shannon_divergence	JSD	gemma3:4b	query-refine	0.153685
Sonnet-4.6	jensen_shannon_divergence	JSD	gemma3:4b	ranked-ret	0.173982
Sonnet-4.6	jensen_shannon_divergence	JSD	gemma3:4b	reg-ratio	0.163652
Sonnet-4.6	jensen_shannon_divergence	JSD	gemma3:4b	requal	0.177870
Sonnet-4.6	jensen_shannon_divergence	JSD	gemma3:4b	shapley	0.183627
Sonnet-4.6	jensen_shannon_divergence	JSD	gemma3:4b	synthesize-score	0.164535
Sonnet-4.6	jensen_shannon_divergence	JSD	gemma3:4b	uncertainty-LLM	0.211397
Sonnet-4.6	jensen_shannon_divergence	JSD	gemma3:4b	unf-prms	0.098386
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:1b	AFD	0.223253
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:1b	AlgorithmicCollectiveAction	0.285753
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:1b	Corba-LLM	0.082915
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:1b	DyLAN	0.136662
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:1b	Dynamic-role-MA-LLM	0.244091
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:1b	Dynamic_Necklace_Splitting	0.074804
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:1b	Efficient-MM-Algo	0.408270
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:1b	FCM_SIGMOD_CRV	0.331068
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:1b	Fair-Prompt-LLM	0.096878
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:1b	FairSetCover	0.272015
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:1b	Fair_Epsilon_Net	0.254301
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:1b	Fairness-Expo-Rankings	0.449926
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:1b	Fast-Monte-Carlo	0.356986
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:1b	Gen-LLM	0.139265
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:1b	HENN_ICLR_26-1	0.127240
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:1b	INFINI-GRAM-MINI	0.078041
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:1b	Interactive-Learning	0.210945
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:1b	LLM-Blender	0.118167
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:1b	LSH-Curves	0.206454
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:1b	MA-LLM-Debias	0.088199
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:1b	MA-LLM-Judge	0.250314
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:1b	MA-LLM-attack	0.115610
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:1b	Minoria	0.099764
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:1b	MoA	0.121258
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:1b	Native-Sparse-Attention	0.336692
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:1b	QR	0.112552
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:1b	RRR	0.184393
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:1b	RSR-Core	0.193910
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:1b	Random_access_Retrieval-5	0.213570
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:1b	Rankit-Askit	0.267534
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:1b	Reg-Min-Rep	0.101466
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:1b	Trojan-LLM	0.110335
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:1b	adv_res_paper	0.305406
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:1b	auto-relate	0.083776
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:1b	axolotl	0.262801
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:1b	divergent-thinking	0.151095
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:1b	eff-approx-query	0.176150
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:1b	exp-ranking	0.144282
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:1b	fairRQ	0.179697
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:1b	local-stab-ranking	0.156424
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:1b	mm-mlp	0.092686
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:1b	multi-agent-collab	0.216234
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:1b	query-refine	0.131403
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:1b	ranked-ret	0.196523
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:1b	reg-ratio	0.192783
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:1b	requal	0.110258
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:1b	shapley	0.175510
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:1b	synthesize-score	0.120329
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:1b	uncertainty-LLM	0.296817
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:1b	unf-prms	0.129384
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:3b	AFD	0.264656
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:3b	AlgorithmicCollectiveAction	0.201454
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:3b	Corba-LLM	0.111229
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:3b	DyLAN	0.161583
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:3b	Dynamic-role-MA-LLM	0.203280
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:3b	Dynamic_Necklace_Splitting	0.081178
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:3b	Efficient-MM-Algo	0.395812
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:3b	FCM_SIGMOD_CRV	0.267734
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:3b	Fair-Prompt-LLM	0.172969
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:3b	FairSetCover	0.166976
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:3b	Fair_Epsilon_Net	0.267501
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:3b	Fairness-Expo-Rankings	0.269012
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:3b	Fast-Monte-Carlo	0.305167
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:3b	Gen-LLM	0.141567
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:3b	HENN_ICLR_26-1	0.111056
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:3b	INFINI-GRAM-MINI	0.155133
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:3b	Interactive-Learning	0.123300
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:3b	LLM-Blender	0.306624
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:3b	LSH-Curves	0.149588
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:3b	MA-LLM-Debias	0.169402
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:3b	MA-LLM-Judge	0.214056
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:3b	MA-LLM-attack	0.117850
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:3b	Minoria	0.084513
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:3b	MoA	0.337663
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:3b	Native-Sparse-Attention	0.379471
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:3b	QR	0.269903
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:3b	RRR	0.306373
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:3b	RSR-Core	0.135680
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:3b	Random_access_Retrieval-5	0.184805
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:3b	Rankit-Askit	0.275156
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:3b	Reg-Min-Rep	0.105484
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:3b	Trojan-LLM	0.150113
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:3b	adv_res_paper	0.291000
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:3b	auto-relate	0.107759
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:3b	axolotl	0.327782
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:3b	divergent-thinking	0.197642
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:3b	eff-approx-query	0.271851
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:3b	exp-ranking	0.150800
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:3b	fairRQ	0.317994
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:3b	local-stab-ranking	0.128832
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:3b	mm-mlp	0.126509
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:3b	multi-agent-collab	0.247585
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:3b	query-refine	0.181598
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:3b	ranked-ret	0.207974
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:3b	reg-ratio	0.114369
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:3b	requal	0.183079
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:3b	shapley	0.087494
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:3b	synthesize-score	0.117914
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:3b	uncertainty-LLM	0.225645
Sonnet-4.6	jensen_shannon_divergence	JSD	llama3.2:3b	unf-prms	0.130129
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen2.5:3b	AFD	0.077632
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen2.5:3b	AlgorithmicCollectiveAction	0.340221
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen2.5:3b	Corba-LLM	0.084439
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen2.5:3b	DyLAN	0.121912
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen2.5:3b	Dynamic-role-MA-LLM	0.184331
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen2.5:3b	Dynamic_Necklace_Splitting	0.095504
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen2.5:3b	Efficient-MM-Algo	0.325597
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen2.5:3b	FCM_SIGMOD_CRV	0.271400
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen2.5:3b	Fair-Prompt-LLM	0.178179
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen2.5:3b	FairSetCover	0.140454
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen2.5:3b	Fair_Epsilon_Net	0.268288
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen2.5:3b	Fairness-Expo-Rankings	0.440610
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen2.5:3b	Fast-Monte-Carlo	0.292878
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen2.5:3b	Gen-LLM	0.088940
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen2.5:3b	HENN_ICLR_26-1	0.133087
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen2.5:3b	INFINI-GRAM-MINI	0.046715
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen2.5:3b	Interactive-Learning	0.101279
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen2.5:3b	LLM-Blender	0.169993
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen2.5:3b	LSH-Curves	0.130413
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen2.5:3b	MA-LLM-Debias	0.042404
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen2.5:3b	MA-LLM-Judge	0.140078
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen2.5:3b	MA-LLM-attack	0.093326
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen2.5:3b	Minoria	0.127463
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen2.5:3b	MoA	0.131537
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen2.5:3b	Native-Sparse-Attention	0.327487
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen2.5:3b	QR	0.138344
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen2.5:3b	RRR	0.137672
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen2.5:3b	RSR-Core	0.157585
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen2.5:3b	Random_access_Retrieval-5	0.181046
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen2.5:3b	Rankit-Askit	0.249787
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen2.5:3b	Reg-Min-Rep	0.150065
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen2.5:3b	Trojan-LLM	0.131360
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen2.5:3b	adv_res_paper	0.250441
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen2.5:3b	auto-relate	0.130101
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen2.5:3b	axolotl	0.077143
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen2.5:3b	divergent-thinking	0.137216
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen2.5:3b	eff-approx-query	0.132470
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen2.5:3b	exp-ranking	0.150819
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen2.5:3b	fairRQ	0.210746
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen2.5:3b	local-stab-ranking	0.105166
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen2.5:3b	mm-mlp	0.202890
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen2.5:3b	multi-agent-collab	0.212191
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen2.5:3b	query-refine	0.142232
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen2.5:3b	ranked-ret	0.130648
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen2.5:3b	reg-ratio	0.080948
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen2.5:3b	requal	0.127120
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen2.5:3b	shapley	0.248325
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen2.5:3b	synthesize-score	0.114405
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen2.5:3b	uncertainty-LLM	0.203941
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen2.5:3b	unf-prms	0.118087
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen3:1.7b	AFD	0.140865
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen3:1.7b	AlgorithmicCollectiveAction	0.170655
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen3:1.7b	Corba-LLM	0.069574
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen3:1.7b	DyLAN	0.082671
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen3:1.7b	Dynamic-role-MA-LLM	0.170823
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen3:1.7b	Dynamic_Necklace_Splitting	0.046923
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen3:1.7b	Efficient-MM-Algo	0.356656
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen3:1.7b	FCM_SIGMOD_CRV	0.254357
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen3:1.7b	Fair-Prompt-LLM	0.126909
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen3:1.7b	FairSetCover	0.099855
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen3:1.7b	Fair_Epsilon_Net	0.187385
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen3:1.7b	Fairness-Expo-Rankings	0.295973
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen3:1.7b	Fast-Monte-Carlo	0.303906
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen3:1.7b	Gen-LLM	0.060677
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen3:1.7b	HENN_ICLR_26-1	0.086645
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen3:1.7b	INFINI-GRAM-MINI	0.066353
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen3:1.7b	Interactive-Learning	0.146112
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen3:1.7b	LLM-Blender	0.070294
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen3:1.7b	LSH-Curves	0.170834
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen3:1.7b	MA-LLM-Debias	0.057594
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen3:1.7b	MA-LLM-Judge	0.122848
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen3:1.7b	MA-LLM-attack	0.081236
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen3:1.7b	Minoria	0.096139
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen3:1.7b	MoA	0.135400
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen3:1.7b	Native-Sparse-Attention	0.306670
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen3:1.7b	QR	0.159349
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen3:1.7b	RRR	0.111587
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen3:1.7b	RSR-Core	0.041102
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen3:1.7b	Random_access_Retrieval-5	0.183241
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen3:1.7b	Rankit-Askit	0.165476
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen3:1.7b	Reg-Min-Rep	0.104980
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen3:1.7b	Trojan-LLM	0.088573
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen3:1.7b	adv_res_paper	0.208835
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen3:1.7b	auto-relate	0.128781
Sonnet-4.6	jensen_shannon_divergence	JSD	qwen3:1.7b	axolotl	0.083120
